DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,IM_ROTAC: Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),_T: Total,2018,45,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),_T: Total,2018,80,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Y0: Under 1 year old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine,_T: Total,2018,81,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,_T: Total,2018,73,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine,_T: Total,2018,69,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,_T: Total,2018,73,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine,_T: Total,2018,73,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_YFV: Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule),_T: Total,2018,45,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine,_T: Total,2018,73,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",_T: Total,2018,25,0: Units,PCNT: %,E: Estimated value,F: Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_HEPBB: Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,_T: Total,2018,4,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Y0: Under 1 year old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_ROTAC: Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),_T: Total,2018,46,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_PCV3: Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),_T: Total,2018,69,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_RCV1: Percentage of surviving infants who received the first dose of rubella-containing vaccine,_T: Total,2018,32,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,IM_IPV1: Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,_T: Total,2018,59,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Y0: Under 1 year old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine,_T: Total,2018,94,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_HEPBB: Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Y0: Under 1 year old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",_T: Total,2018,96,0: Units,PCNT: %,E: Estimated value,F: Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_RCV1: Percentage of surviving infants who received the first dose of rubella-containing vaccine,_T: Total,2018,94,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_PCV3: Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),_T: Total,2018,98,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ALB: Albania,IM_IPV1: Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,_T: Total,2018,91,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Y0: Under 1 year old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine,_T: Total,2018,96,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,_T: Total,2018,91,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine,_T: Total,2018,80,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",_T: Total,2018,77,0: Units,PCNT: %,E: Estimated value,F: Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine,_T: Total,2018,91,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_HEPBB: Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Y0: Under 1 year old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine,_T: Total,2018,91,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_IPV1: Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,_T: Total,2018,94,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_PCV3: Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),_T: Total,2018,91,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DZA: Algeria,IM_RCV1: Percentage of surviving infants who received the first dose of rubella-containing vaccine,_T: Total,2018,80,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),_T: Total,2018,92,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Y0: Under 1 year old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine,_T: Total,2018,92,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,_T: Total,2018,88,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine,_T: Total,2018,91,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,_T: Total,2018,87,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_RCV1: Percentage of surviving infants who received the first dose of rubella-containing vaccine,_T: Total,2018,91,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine,_T: Total,2018,83,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine,_T: Total,2018,87,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_YFV: Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule),_T: Total,2018,57,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_HEPBB: Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,_T: Total,2018,55,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Y0: Under 1 year old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",_T: Total,2018,84,0: Units,PCNT: %,E: Estimated value,F: Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_ROTAC: Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),_T: Total,2018,73,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_PCV3: Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),_T: Total,2018,82,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AMRO: Americas,IM_IPV1: Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,_T: Total,2018,86,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine,_T: Total,2018,98,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,IM_RCV1: Percentage of surviving infants who received the first dose of rubella-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine,_T: Total,2018,99,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",_T: Total,2018,95,0: Units,PCNT: %,E: Estimated value,F: Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,IM_PCV3: Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),_T: Total,2018,94,0: Units,PCNT: %,E: Estimated value,F: Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,M12T23: 12 to 23 months old
