DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,CME_TMY0: Infant deaths,M: Male,2018,1,,D: Number of deaths,A: Normal value,,0,4,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AND: Andorra,CME_TMY0: Infant deaths,_T: Total,2018,2,,D: Number of deaths,A: Normal value,,1,6,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AGO: Angola,CME_TMY0: Infant deaths,F: Female,2018,28240,,D: Number of deaths,A: Normal value,,15308,47436,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AGO: Angola,CME_TMY0: Infant deaths,M: Male,2018,35779,,D: Number of deaths,A: Normal value,,19491,59863,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AGO: Angola,CME_TMY0: Infant deaths,_T: Total,2018,64019,,D: Number of deaths,A: Normal value,,34947,107229,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ATG: Antigua and Barbuda,CME_TMY0: Infant deaths,F: Female,2018,4,,D: Number of deaths,A: Normal value,,3,6,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ATG: Antigua and Barbuda,CME_TMY0: Infant deaths,M: Male,2018,5,,D: Number of deaths,A: Normal value,,4,7,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ATG: Antigua and Barbuda,CME_TMY0: Infant deaths,_T: Total,2018,9,,D: Number of deaths,A: Normal value,,6,12,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARG: Argentina,CME_TMY0: Infant deaths,F: Female,2018,2828,,D: Number of deaths,A: Normal value,,2730,2928,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARG: Argentina,CME_TMY0: Infant deaths,M: Male,2018,3732,,D: Number of deaths,A: Normal value,,3603,3857,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARG: Argentina,CME_TMY0: Infant deaths,_T: Total,2018,6560,,D: Number of deaths,A: Normal value,,6350,6775,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARM: Armenia,CME_TMY0: Infant deaths,F: Female,2018,193,,D: Number of deaths,A: Normal value,,145,247,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARM: Armenia,CME_TMY0: Infant deaths,M: Male,2018,265,,D: Number of deaths,A: Normal value,,201,339,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARM: Armenia,CME_TMY0: Infant deaths,_T: Total,2018,458,,D: Number of deaths,A: Normal value,,346,581,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,CME_TMY0: Infant deaths,F: Female,2018,435,,D: Number of deaths,A: Normal value,,417,454,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,CME_TMY0: Infant deaths,M: Male,2018,549,,D: Number of deaths,A: Normal value,,527,572,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,CME_TMY0: Infant deaths,_T: Total,2018,984,,D: Number of deaths,A: Normal value,,949,1020,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_AUSTRALIANEWZEALAND: Australia and New Zealand,CME_TMY0: Infant deaths,F: Female,2018,542,,D: Number of deaths,A: Normal value,,521,566,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_AUSTRALIANEWZEALAND: Australia and New Zealand,CME_TMY0: Infant deaths,M: Male,2018,686,,D: Number of deaths,A: Normal value,,658,713,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_AUSTRALIANEWZEALAND: Australia and New Zealand,CME_TMY0: Infant deaths,_T: Total,2018,1228,,D: Number of deaths,A: Normal value,,1183,1274,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_TMY0: Infant deaths,F: Female,2018,112,,D: Number of deaths,A: Normal value,,100,125,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_TMY0: Infant deaths,M: Male,2018,142,,D: Number of deaths,A: Normal value,,128,159,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_TMY0: Infant deaths,_T: Total,2018,254,,D: Number of deaths,A: Normal value,,229,282,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_TMY0: Infant deaths,F: Female,2018,1362,,D: Number of deaths,A: Normal value,,915,2018,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_TMY0: Infant deaths,M: Male,2018,1885,,D: Number of deaths,A: Normal value,,1266,2778,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_TMY0: Infant deaths,_T: Total,2018,3247,,D: Number of deaths,A: Normal value,,2180,4778,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,CME_TMY0: Infant deaths,F: Female,2018,27,,D: Number of deaths,A: Normal value,,22,33,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,CME_TMY0: Infant deaths,M: Male,2018,33,,D: Number of deaths,A: Normal value,,26,41,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,CME_TMY0: Infant deaths,_T: Total,2018,60,,D: Number of deaths,A: Normal value,,48,74,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,CME_TMY0: Infant deaths,F: Female,2018,63,,D: Number of deaths,A: Normal value,,51,78,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,CME_TMY0: Infant deaths,M: Male,2018,69,,D: Number of deaths,A: Normal value,,57,85,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,CME_TMY0: Infant deaths,_T: Total,2018,132,,D: Number of deaths,A: Normal value,,108,162,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,CME_TMY0: Infant deaths,F: Female,2018,35603,,D: Number of deaths,A: Normal value,,32903,38450,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,CME_TMY0: Infant deaths,M: Male,2018,42759,,D: Number of deaths,A: Normal value,,39604,46169,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,CME_TMY0: Infant deaths,_T: Total,2018,78362,,D: Number of deaths,A: Normal value,,72829,84361,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRB: Barbados,CME_TMY0: Infant deaths,F: Female,2018,16,,D: Number of deaths,A: Normal value,,12,22,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRB: Barbados,CME_TMY0: Infant deaths,M: Male,2018,21,,D: Number of deaths,A: Normal value,,15,27,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRB: Barbados,CME_TMY0: Infant deaths,_T: Total,2018,37,,D: Number of deaths,A: Normal value,,27,50,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,CME_TMY0: Infant deaths,F: Female,2018,123,,D: Number of deaths,A: Normal value,,114,132,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,CME_TMY0: Infant deaths,M: Male,2018,165,,D: Number of deaths,A: Normal value,,154,177,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLR: Belarus,CME_TMY0: Infant deaths,_T: Total,2018,288,,D: Number of deaths,A: Normal value,,269,308,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,CME_TMY0: Infant deaths,F: Female,2018,151,,D: Number of deaths,A: Normal value,,133,169,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,CME_TMY0: Infant deaths,M: Male,2018,203,,D: Number of deaths,A: Normal value,,180,227,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEL: Belgium,CME_TMY0: Infant deaths,_T: Total,2018,354,,D: Number of deaths,A: Normal value,,315,396,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,CME_TMY0: Infant deaths,F: Female,2018,39,,D: Number of deaths,A: Normal value,,35,44,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,CME_TMY0: Infant deaths,M: Male,2018,50,,D: Number of deaths,A: Normal value,,44,56,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,CME_TMY0: Infant deaths,_T: Total,2018,89,,D: Number of deaths,A: Normal value,,79,100,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,CME_TMY0: Infant deaths,F: Female,2018,10952,,D: Number of deaths,A: Normal value,,9724,12292,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,CME_TMY0: Infant deaths,M: Male,2018,13766,,D: Number of deaths,A: Normal value,,12266,15402,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,CME_TMY0: Infant deaths,_T: Total,2018,24718,,D: Number of deaths,A: Normal value,,22067,27637,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,CME_TMY0: Infant deaths,F: Female,2018,142,,D: Number of deaths,A: Normal value,,95,201,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,CME_TMY0: Infant deaths,M: Male,2018,178,,D: Number of deaths,A: Normal value,,120,252,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,CME_TMY0: Infant deaths,_T: Total,2018,320,,D: Number of deaths,A: Normal value,,216,452,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),CME_TMY0: Infant deaths,F: Female,2018,2355,,D: Number of deaths,A: Normal value,,1839,2979,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),CME_TMY0: Infant deaths,M: Male,2018,3059,,D: Number of deaths,A: Normal value,,2388,3868,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),CME_TMY0: Infant deaths,_T: Total,2018,5414,,D: Number of deaths,A: Normal value,,4234,6837,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,CME_TMY0: Infant deaths,F: Female,2018,62,,D: Number of deaths,A: Normal value,,54,71,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,CME_TMY0: Infant deaths,M: Male,2018,80,,D: Number of deaths,A: Normal value,,70,91,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,CME_TMY0: Infant deaths,_T: Total,2018,142,,D: Number of deaths,A: Normal value,,125,163,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,CME_TMY0: Infant deaths,F: Female,2018,803,,D: Number of deaths,A: Normal value,,326,1466,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,CME_TMY0: Infant deaths,M: Male,2018,1002,,D: Number of deaths,A: Normal value,,408,1835,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,CME_TMY0: Infant deaths,_T: Total,2018,1805,,D: Number of deaths,A: Normal value,,732,3295,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,CME_TMY0: Infant deaths,F: Female,2018,16025,,D: Number of deaths,A: Normal value,,13794,18523,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,CME_TMY0: Infant deaths,M: Male,2018,21413,,D: Number of deaths,A: Normal value,,18544,24637,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,CME_TMY0: Infant deaths,_T: Total,2018,37438,,D: Number of deaths,A: Normal value,,32593,42871,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,CME_TMY0: Infant deaths,F: Female,2018,26,,D: Number of deaths,A: Normal value,,24,29,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,CME_TMY0: Infant deaths,M: Male,2018,34,,D: Number of deaths,A: Normal value,,31,38,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,CME_TMY0: Infant deaths,_T: Total,2018,60,,D: Number of deaths,A: Normal value,,55,67,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,CME_TMY0: Infant deaths,F: Female,2018,162,,D: Number of deaths,A: Normal value,,154,170,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,CME_TMY0: Infant deaths,M: Male,2018,210,,D: Number of deaths,A: Normal value,,201,221,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,CME_TMY0: Infant deaths,_T: Total,2018,372,,D: Number of deaths,A: Normal value,,356,389,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,CME_TMY0: Infant deaths,F: Female,2018,18136,,D: Number of deaths,A: Normal value,,14806,22290,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,CME_TMY0: Infant deaths,M: Male,2018,22662,,D: Number of deaths,A: Normal value,,18533,27828,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,CME_TMY0: Infant deaths,_T: Total,2018,40798,,D: Number of deaths,A: Normal value,,33409,50049,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,CME_TMY0: Infant deaths,F: Female,2018,7780,,D: Number of deaths,A: Normal value,,5718,10586,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,CME_TMY0: Infant deaths,M: Male,2018,9939,,D: Number of deaths,A: Normal value,,7293,13484,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,CME_TMY0: Infant deaths,_T: Total,2018,17719,,D: Number of deaths,A: Normal value,,13012,24079,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_TMY0: Infant deaths,F: Female,2018,64,,D: Number of deaths,A: Normal value,,55,75,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_TMY0: Infant deaths,M: Male,2018,80,,D: Number of deaths,A: Normal value,,68,93,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_TMY0: Infant deaths,_T: Total,2018,144,,D: Number of deaths,A: Normal value,,124,168,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_TMY0: Infant deaths,F: Female,2018,3702,,D: Number of deaths,A: Normal value,,2038,6536,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_TMY0: Infant deaths,M: Male,2018,4940,,D: Number of deaths,A: Normal value,,2723,8779,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_TMY0: Infant deaths,_T: Total,2018,8642,,D: Number of deaths,A: Normal value,,4764,15294,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_TMY0: Infant deaths,F: Female,2018,20052,,D: Number of deaths,A: Normal value,,17416,23147,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_TMY0: Infant deaths,M: Male,2018,25364,,D: Number of deaths,A: Normal value,,21987,29128,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_TMY0: Infant deaths,_T: Total,2018,45416,,D: Number of deaths,A: Normal value,,39629,52095,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_TMY0: Infant deaths,F: Female,2018,760,,D: Number of deaths,A: Normal value,,723,797,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_TMY0: Infant deaths,M: Male,2018,917,,D: Number of deaths,A: Normal value,,875,962,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_TMY0: Infant deaths,_T: Total,2018,1677,,D: Number of deaths,A: Normal value,,1603,1752,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_TMY0: Infant deaths,F: Female,2018,6169,,D: Number of deaths,A: Normal value,,4097,8891,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_TMY0: Infant deaths,M: Male,2018,7466,,D: Number of deaths,A: Normal value,,4944,10763,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_TMY0: Infant deaths,_T: Total,2018,13635,,D: Number of deaths,A: Normal value,,9079,19635,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIA: Central Asia,CME_TMY0: Infant deaths,F: Female,2018,13099,,D: Number of deaths,A: Normal value,,11635,15084,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIA: Central Asia,CME_TMY0: Infant deaths,M: Male,2018,18158,,D: Number of deaths,A: Normal value,,16179,20921,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIA: Central Asia,CME_TMY0: Infant deaths,_T: Total,2018,31257,,D: Number of deaths,A: Normal value,,27856,35926,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIASOUTHERNASIA: Central and Southern Asia,CME_TMY0: Infant deaths,F: Female,2018,579165,,D: Number of deaths,A: Normal value,,545247,614939,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIASOUTHERNASIA: Central and Southern Asia,CME_TMY0: Infant deaths,M: Male,2018,678572,,D: Number of deaths,A: Normal value,,640396,720281,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIASOUTHERNASIA: Central and Southern Asia,CME_TMY0: Infant deaths,_T: Total,2018,1257737,,D: Number of deaths,A: Normal value,,1188307,1331799,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_TMY0: Infant deaths,F: Female,2018,20291,,D: Number of deaths,A: Normal value,,16916,24385,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_TMY0: Infant deaths,M: Male,2018,25059,,D: Number of deaths,A: Normal value,,20867,30130,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_TMY0: Infant deaths,_T: Total,2018,45350,,D: Number of deaths,A: Normal value,,37991,54357,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_TMY0: Infant deaths,F: Female,2018,643,,D: Number of deaths,A: Normal value,,530,782,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_TMY0: Infant deaths,M: Male,2018,790,,D: Number of deaths,A: Normal value,,649,958,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_TMY0: Infant deaths,_T: Total,2018,1433,,D: Number of deaths,A: Normal value,,1179,1738,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_TMY0: Infant deaths,F: Female,2018,54042,,D: Number of deaths,A: Normal value,,48302,60739,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_TMY0: Infant deaths,M: Male,2018,69038,,D: Number of deaths,A: Normal value,,62003,77542,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_TMY0: Infant deaths,_T: Total,2018,123080,,D: Number of deaths,A: Normal value,,110881,136851,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_TMY0: Infant deaths,F: Female,2018,3872,,D: Number of deaths,A: Normal value,,2799,5286,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_TMY0: Infant deaths,M: Male,2018,5112,,D: Number of deaths,A: Normal value,,3689,6969,,,,,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_TMY0: Infant deaths,_T: Total,2018,8984,,D: Number of deaths,A: Normal value,,6507,12248,,,,,,,,,,_T: Total
