DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BLZ: Belize,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,3,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,1600,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,24,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,380,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,3,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,81,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,1700,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,2,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,6,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,2400,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,2400,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,6,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,590,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,4700,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,40,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,1400,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,7300,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,29,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,4900,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,610,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COM: Comoros,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,72,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COG: Congo,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,650,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CRI: Costa Rica,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,19,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HRV: Croatia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,3,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CUB: Cuba,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,42,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CYP: Cyprus,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,1,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CZE: Czechia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,4,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,5400,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,310,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,16000,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DNK: Denmark,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,2,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DJI: Djibouti,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,51,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,200,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,21000,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,1200,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,70000,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,200,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,960,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLV: El Salvador,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,54,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNQ: Equatorial Guinea,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,130,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ERI: Eritrea,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,510,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EST: Estonia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,1,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SWZ: Eswatini,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,130,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ETH: Ethiopia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,14000,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ECA: Europe and Central Asia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,1400,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FJI: Fiji,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,6,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FIN: Finland,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,2,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FRA: France,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,56,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,170,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,520,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,14,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,53,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,2700,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,2,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRD: Grenada,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,0,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,400,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,MNCH_MATERNAL_DEATHS: Maternal deaths (estimated),F: Female,2017,2600,0: Units,NUMBER: Number,E: Estimated value,F: Free,,,,,,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",,,,,,Y15T49: 15 to 49 years old
