GHO,PUBLISHSTATE,YEAR,REGION,UNREGION,WORLDBANKINCOMEGROUP,COUNTRY,SEX,Display Value,Numeric,Low,High,Comments
MDG_0000000001,PUBLISHED,2018,EUR,,,ITA,FMLE,2.5,2.52489,2.38557,2.67147,
MDG_0000000001,PUBLISHED,2018,EUR,,,ITA,MLE,3,2.97075,2.81142,3.14003,
MDG_0000000001,PUBLISHED,2018,AMR,,,JAM,BTSX,12.3,12.29947,7.32415,20.61575,
MDG_0000000001,PUBLISHED,2018,AMR,,,JAM,FMLE,10.8,10.81132,6.4009,18.2661,
MDG_0000000001,PUBLISHED,2018,AMR,,,JAM,MLE,13.7,13.72016,8.18603,22.97247,
MDG_0000000001,PUBLISHED,2018,EMR,,,JOR,BTSX,13.8,13.82146,10.65503,17.8965,
MDG_0000000001,PUBLISHED,2018,EMR,,,JOR,FMLE,12.5,12.52954,9.62202,16.26485,
MDG_0000000001,PUBLISHED,2018,EMR,,,JOR,MLE,15.1,15.05947,11.57398,19.48849,
MDG_0000000001,PUBLISHED,2018,WPR,,,JPN,BTSX,1.8,1.84737,1.79011,1.9065,
MDG_0000000001,PUBLISHED,2018,WPR,,,JPN,FMLE,1.8,1.76021,1.69641,1.82426,
MDG_0000000001,PUBLISHED,2018,WPR,,,JPN,MLE,1.9,1.93034,1.86382,1.9992,
MDG_0000000001,PUBLISHED,2018,EUR,,,KAZ,BTSX,9.2,9.19504,8.97448,9.41675,
MDG_0000000001,PUBLISHED,2018,EUR,,,KAZ,FMLE,8,7.98496,7.5623,8.41135,
MDG_0000000001,PUBLISHED,2018,EUR,,,KAZ,MLE,10.3,10.34084,9.92632,10.79601,
MDG_0000000001,PUBLISHED,2018,AFR,,,KEN,BTSX,32.8,32.82104,26.26164,41.2436,
MDG_0000000001,PUBLISHED,2018,AFR,,,KEN,FMLE,29.4,29.40168,23.47098,37.12891,
MDG_0000000001,PUBLISHED,2018,AFR,,,KEN,MLE,36,36.00444,28.81664,45.39641,
MDG_0000000001,PUBLISHED,2018,EUR,,,KGZ,BTSX,17.1,17.12064,16.51665,17.75882,
MDG_0000000001,PUBLISHED,2018,EUR,,,KGZ,FMLE,15.1,15.11561,14.25422,16.0168,
MDG_0000000001,PUBLISHED,2018,EUR,,,KGZ,MLE,19,19.02963,18.09489,20.01181,
MDG_0000000001,PUBLISHED,2018,WPR,,,KHM,BTSX,23.7,23.73978,13.06421,42.14146,
MDG_0000000001,PUBLISHED,2018,WPR,,,KHM,FMLE,20.8,20.81762,11.44713,36.86163,
MDG_0000000001,PUBLISHED,2018,WPR,,,KHM,MLE,26.5,26.51363,14.5895,47.27633,
MDG_0000000001,PUBLISHED,2018,WPR,,,KIR,BTSX,41.3,41.25446,26.11642,63.44792,
MDG_0000000001,PUBLISHED,2018,WPR,,,KIR,FMLE,36.9,36.9092,23.27943,56.78598,
MDG_0000000001,PUBLISHED,2018,WPR,,,KIR,MLE,45.4,45.37507,28.6727,69.85669,
MDG_0000000001,PUBLISHED,2018,AMR,,,KNA,BTSX,13.2,13.22883,9.78721,17.97536,
MDG_0000000001,PUBLISHED,2018,AMR,,,KNA,FMLE,11.8,11.8277,8.72667,16.10308,
MDG_0000000001,PUBLISHED,2018,AMR,,,KNA,MLE,14.6,14.57205,10.73995,19.84035,
MDG_0000000001,PUBLISHED,2018,WPR,,,KOR,BTSX,2.8,2.78593,2.68501,2.89236,
MDG_0000000001,PUBLISHED,2018,WPR,,,KOR,FMLE,2.5,2.54516,2.43966,2.65767,
MDG_0000000001,PUBLISHED,2018,WPR,,,KOR,MLE,3,3.01454,2.89778,3.13855,
MDG_0000000001,PUBLISHED,2018,EMR,,,KWT,BTSX,6.9,6.93592,6.4555,7.46407,
MDG_0000000001,PUBLISHED,2018,EMR,,,KWT,FMLE,6.3,6.29421,5.83006,6.81081,
MDG_0000000001,PUBLISHED,2018,EMR,,,KWT,MLE,7.5,7.54517,7.00626,8.14876,
MDG_0000000001,PUBLISHED,2018,WPR,,,LAO,BTSX,37.6,37.5734,29.58296,46.61486,
MDG_0000000001,PUBLISHED,2018,WPR,,,LAO,FMLE,33.2,33.16783,26.06849,41.43033,
MDG_0000000001,PUBLISHED,2018,WPR,,,LAO,MLE,41.8,41.78268,32.73568,52.01364,
MDG_0000000001,PUBLISHED,2018,EMR,,,LBN,BTSX,6.4,6.36983,3.27192,12.08557,
MDG_0000000001,PUBLISHED,2018,EMR,,,LBN,FMLE,6.1,6.11641,3.109,11.65975,
MDG_0000000001,PUBLISHED,2018,EMR,,,LBN,MLE,6.6,6.58457,3.38702,12.55855,
MDG_0000000001,PUBLISHED,2018,AFR,,,LBR,BTSX,63.3,63.30763,52.70014,76.72247,
MDG_0000000001,PUBLISHED,2018,AFR,,,LBR,FMLE,57.4,57.3732,47.57937,69.63862,
MDG_0000000001,PUBLISHED,2018,AFR,,,LBR,MLE,69,68.97145,57.23514,83.68394,
MDG_0000000001,PUBLISHED,2018,EMR,,,LBY,BTSX,10.2,10.2251,6.581,15.84964,
MDG_0000000001,PUBLISHED,2018,EMR,,,LBY,FMLE,9.1,9.08634,5.8494,14.09561,
MDG_0000000001,PUBLISHED,2018,EMR,,,LBY,MLE,11.3,11.29968,7.26679,17.48361,
MDG_0000000001,PUBLISHED,2018,AMR,,,LCA,BTSX,19.7,19.692,17.44506,22.36406,
MDG_0000000001,PUBLISHED,2018,AMR,,,LCA,FMLE,17.8,17.83982,15.67087,20.3529,
MDG_0000000001,PUBLISHED,2018,AMR,,,LCA,MLE,21.5,21.46867,18.91015,24.40396,
MDG_0000000001,PUBLISHED,2018,SEAR,,,LKA,BTSX,6.4,6.3516,5.41373,7.41883,
MDG_0000000001,PUBLISHED,2018,SEAR,,,LKA,FMLE,5.7,5.74458,4.89327,6.72051,
MDG_0000000001,PUBLISHED,2018,SEAR,,,LKA,MLE,6.9,6.92742,5.89937,8.10685,
MDG_0000000001,PUBLISHED,2018,AFR,,,LSO,BTSX,69.1,69.09437,51.01281,92.54922,
MDG_0000000001,PUBLISHED,2018,AFR,,,LSO,FMLE,62.1,62.06254,45.76532,83.28251,
MDG_0000000001,PUBLISHED,2018,AFR,,,LSO,MLE,75.9,75.87077,55.93424,101.67648,
MDG_0000000001,PUBLISHED,2018,EUR,,,LTU,BTSX,3.3,3.28331,3.00659,3.58304,
MDG_0000000001,PUBLISHED,2018,EUR,,,LTU,FMLE,3,3.00547,2.73772,3.30035,
MDG_0000000001,PUBLISHED,2018,EUR,,,LTU,MLE,3.5,3.54639,3.23451,3.88354,
MDG_0000000001,PUBLISHED,2018,EUR,,,LUX,BTSX,2.3,2.29154,1.83097,2.87886,
MDG_0000000001,PUBLISHED,2018,EUR,,,LUX,FMLE,2.1,2.07777,1.65058,2.62705,
MDG_0000000001,PUBLISHED,2018,EUR,,,LUX,MLE,2.5,2.49405,1.9855,3.1368,
MDG_0000000001,PUBLISHED,2018,EUR,,,LVA,BTSX,3.3,3.29945,2.79964,3.90967,
MDG_0000000001,PUBLISHED,2018,EUR,,,LVA,FMLE,3,3.0496,2.57618,3.61277,
MDG_0000000001,PUBLISHED,2018,EUR,,,LVA,MLE,3.5,3.53536,2.99489,4.20488,
MDG_0000000001,PUBLISHED,2018,EMR,,,MAR,BTSX,19.1,19.08066,14.70773,24.48653,
MDG_0000000001,PUBLISHED,2018,EMR,,,MAR,FMLE,17,17.00375,13.08379,21.94467,
MDG_0000000001,PUBLISHED,2018,EMR,,,MAR,MLE,21,21.03349,16.21014,27.13576,
MDG_0000000001,PUBLISHED,2018,EUR,,,MCO,BTSX,2.6,2.61358,1.86725,3.68195,
MDG_0000000001,PUBLISHED,2018,EUR,,,MCO,FMLE,2.3,2.32938,1.6667,3.29358,
MDG_0000000001,PUBLISHED,2018,EUR,,,MCO,MLE,2.9,2.876,2.05484,4.04996,
MDG_0000000001,PUBLISHED,2018,EUR,,,MDA,BTSX,12.6,12.62618,9.76228,16.19774,
MDG_0000000001,PUBLISHED,2018,EUR,,,MDA,FMLE,11.1,11.14832,8.52473,14.33733,
MDG_0000000001,PUBLISHED,2018,EUR,,,MDA,MLE,14,14.03342,10.83983,18.08477,
MDG_0000000001,PUBLISHED,2018,AFR,,,MDG,BTSX,37.5,37.45838,31.75717,44.41902,
MDG_0000000001,PUBLISHED,2018,AFR,,,MDG,FMLE,33.5,33.49202,28.20067,39.87439,
MDG_0000000001,PUBLISHED,2018,AFR,,,MDG,MLE,41.3,41.26553,34.88003,49.05778,
MDG_0000000001,PUBLISHED,2018,SEAR,,,MDV,BTSX,7,7.01858,6.29766,7.8003,
MDG_0000000001,PUBLISHED,2018,SEAR,,,MDV,FMLE,6.3,6.33479,5.6545,7.10633,
MDG_0000000001,PUBLISHED,2018,SEAR,,,MDV,MLE,7.7,7.66802,6.85307,8.54611,
MDG_0000000001,PUBLISHED,2018,AMR,,,MEX,BTSX,12.6,12.61694,11.65128,13.63885,
MDG_0000000001,PUBLISHED,2018,AMR,,,MEX,FMLE,11.3,11.31003,10.4327,12.24954,
MDG_0000000001,PUBLISHED,2018,AMR,,,MEX,MLE,13.9,13.85711,12.79429,14.99226,
MDG_0000000001,PUBLISHED,2018,WPR,,,MHL,BTSX,27.2,27.15931,17.95825,39.85232,
MDG_0000000001,PUBLISHED,2018,WPR,,,MHL,FMLE,23.8,23.84375,15.69167,35.21516,
MDG_0000000001,PUBLISHED,2018,WPR,,,MHL,MLE,30.3,30.30473,19.99603,44.57241,
MDG_0000000001,PUBLISHED,2018,AFR,,,MLI,BTSX,61.8,61.79182,53.88717,70.94863,
MDG_0000000001,PUBLISHED,2018,AFR,,,MLI,FMLE,56.1,56.10882,48.68652,64.6358,
MDG_0000000001,PUBLISHED,2018,AFR,,,MLI,MLE,67.2,67.22276,58.24833,77.37552,
MDG_0000000001,PUBLISHED,2018,EUR,,,MLT,BTSX,6.1,6.14585,5.03767,7.48,
MDG_0000000001,PUBLISHED,2018,EUR,,,MLT,FMLE,5.6,5.59861,4.57922,6.83929,
MDG_0000000001,PUBLISHED,2018,EUR,,,MLT,MLE,6.7,6.658,5.45044,8.11643,
MDG_0000000001,PUBLISHED,2018,SEAR,,,MMR,BTSX,37,36.9537,27.4144,48.10817,
MDG_0000000001,PUBLISHED,2018,SEAR,,,MMR,FMLE,32.8,32.84901,24.22215,42.85192,
MDG_0000000001,PUBLISHED,2018,SEAR,,,MMR,MLE,40.8,40.80019,30.24892,53.26029,
MDG_0000000001,PUBLISHED,2018,EUR,,,MNE,BTSX,2.2,2.21767,1.84203,2.67263,
MDG_0000000001,PUBLISHED,2018,EUR,,,MNE,FMLE,2.1,2.08908,1.72605,2.52602,
MDG_0000000001,PUBLISHED,2018,EUR,,,MNE,MLE,2.3,2.3349,1.93309,2.81994,
MDG_0000000001,PUBLISHED,2018,WPR,,,MNG,BTSX,14.2,14.19165,13.84531,14.54088,
MDG_0000000001,PUBLISHED,2018,WPR,,,MNG,FMLE,12.2,12.23159,11.76895,12.71376,
MDG_0000000001,PUBLISHED,2018,WPR,,,MNG,MLE,16.1,16.05507,15.52815,16.58066,
MDG_0000000001,PUBLISHED,2018,AFR,,,MOZ,BTSX,56.4,56.37159,42.76299,76.15714,
MDG_0000000001,PUBLISHED,2018,AFR,,,MOZ,FMLE,52.2,52.17423,39.49208,70.56915,
MDG_0000000001,PUBLISHED,2018,AFR,,,MOZ,MLE,60.4,60.38837,45.72253,81.68932,
MDG_0000000001,PUBLISHED,2018,AFR,,,MRT,BTSX,51.4,51.37933,31.86403,81.68004,
MDG_0000000001,PUBLISHED,2018,AFR,,,MRT,FMLE,45.7,45.71406,28.3343,73.1459,
MDG_0000000001,PUBLISHED,2018,AFR,,,MRT,MLE,56.7,56.74034,35.16407,90.284,
MDG_0000000001,PUBLISHED,2018,AFR,,,MUS,BTSX,13.7,13.68012,12.74708,14.67718,
MDG_0000000001,PUBLISHED,2018,AFR,,,MUS,FMLE,12.2,12.23315,11.31859,13.21062,
MDG_0000000001,PUBLISHED,2018,AFR,,,MUS,MLE,15.1,15.06163,13.97657,16.20661,
MDG_0000000001,PUBLISHED,2018,AFR,,,MWI,BTSX,32.1,32.07175,23.24972,42.11792,
MDG_0000000001,PUBLISHED,2018,AFR,,,MWI,FMLE,28.4,28.3631,20.52352,37.44913,
MDG_0000000001,PUBLISHED,2018,AFR,,,MWI,MLE,35.6,35.56581,25.75088,46.72205,
MDG_0000000001,PUBLISHED,2018,WPR,,,MYS,BTSX,7.2,7.21613,6.99132,7.44789,
MDG_0000000001,PUBLISHED,2018,WPR,,,MYS,FMLE,6.6,6.60919,6.38422,6.85351,
MDG_0000000001,PUBLISHED,2018,WPR,,,MYS,MLE,7.8,7.79291,7.53105,8.06397,
MDG_0000000001,PUBLISHED,2018,AFR,,,NAM,BTSX,31.2,31.15591,19.89522,49.17727,
MDG_0000000001,PUBLISHED,2018,AFR,,,NAM,FMLE,27.9,27.88684,17.81508,44.17189,
MDG_0000000001,PUBLISHED,2018,AFR,,,NAM,MLE,34.3,34.28232,21.89848,54.00849,
MDG_0000000001,PUBLISHED,2018,AFR,,,NER,BTSX,47.9,47.88773,36.29818,63.02301,
MDG_0000000001,PUBLISHED,2018,AFR,,,NER,FMLE,43.5,43.51336,32.88083,57.4004,
MDG_0000000001,PUBLISHED,2018,AFR,,,NER,MLE,52,52.02657,39.31106,68.7931,
MDG_0000000001,PUBLISHED,2018,AFR,,,NGA,BTSX,75.7,75.74067,62.97562,93.05463,
MDG_0000000001,PUBLISHED,2018,AFR,,,NGA,FMLE,68.9,68.86546,56.99737,84.79,
MDG_0000000001,PUBLISHED,2018,AFR,,,NGA,MLE,82.3,82.28158,68.39085,101.13557,
MDG_0000000001,PUBLISHED,2018,AMR,,,NIC,BTSX,14.9,14.85214,13.2374,16.95416,
MDG_0000000001,PUBLISHED,2018,AMR,,,NIC,FMLE,13,13.00568,11.57295,14.87796,
MDG_0000000001,PUBLISHED,2018,AMR,,,NIC,MLE,16.6,16.61367,14.7931,18.99072,
MDG_0000000001,PUBLISHED,2018,WPR,,,NIU,BTSX,20.3,20.32377,8.63507,45.20529,
MDG_0000000001,PUBLISHED,2018,WPR,,,NIU,FMLE,18,18.04106,7.64434,40.06206,
MDG_0000000001,PUBLISHED,2018,WPR,,,NIU,MLE,22.5,22.49635,9.59122,49.96973,
MDG_0000000001,PUBLISHED,2018,EUR,,,NLD,BTSX,3.4,3.44117,3.33101,3.55622,
MDG_0000000001,PUBLISHED,2018,EUR,,,NLD,FMLE,3.1,3.1058,2.9842,3.23065,
MDG_0000000001,PUBLISHED,2018,EUR,,,NLD,MLE,3.8,3.76086,3.62149,3.90123,
MDG_0000000001,PUBLISHED,2018,EUR,,,NOR,BTSX,2,2.03478,1.8948,2.18867,
MDG_0000000001,PUBLISHED,2018,EUR,,,NOR,FMLE,1.8,1.82985,1.69157,1.97795,
MDG_0000000001,PUBLISHED,2018,EUR,,,NOR,MLE,2.2,2.22879,2.06977,2.40701,
MDG_0000000001,PUBLISHED,2018,SEAR,,,NPL,BTSX,26.5,26.49262,21.38297,32.89781,
MDG_0000000001,PUBLISHED,2018,SEAR,,,NPL,FMLE,24.1,24.08561,19.41088,30.10164,
MDG_0000000001,PUBLISHED,2018,SEAR,,,NPL,MLE,28.7,28.74913,23.08744,35.86193,
MDG_0000000001,PUBLISHED,2018,WPR,,,NRU,BTSX,26.4,26.42573,15.51811,43.37037,
MDG_0000000001,PUBLISHED,2018,WPR,,,NRU,FMLE,23.5,23.5207,13.79997,38.78149,
MDG_0000000001,PUBLISHED,2018,WPR,,,NRU,MLE,29.2,29.16479,17.11344,47.79217,
MDG_0000000001,PUBLISHED,2018,WPR,,,NZL,BTSX,4.1,4.08372,3.61084,4.53266,
MDG_0000000001,PUBLISHED,2018,WPR,,,NZL,FMLE,3.7,3.69715,3.27442,4.12128,
MDG_0000000001,PUBLISHED,2018,WPR,,,NZL,MLE,4.4,4.44574,3.91878,4.95989,
MDG_0000000001,PUBLISHED,2018,EMR,,,OMN,BTSX,9.8,9.79755,9.06411,10.55868,
MDG_0000000001,PUBLISHED,2018,EMR,,,OMN,FMLE,8.8,8.7579,7.98642,9.5921,
MDG_0000000001,PUBLISHED,2018,EMR,,,OMN,MLE,10.8,10.78234,9.89266,11.74157,
MDG_0000000001,PUBLISHED,2018,EMR,,,PAK,BTSX,57.2,57.24433,51.02215,64.26993,
MDG_0000000001,PUBLISHED,2018,EMR,,,PAK,FMLE,51.9,51.93533,46.11599,58.53524,
MDG_0000000001,PUBLISHED,2018,EMR,,,PAK,MLE,62.3,62.29108,55.37237,70.0986,
MDG_0000000001,PUBLISHED,2018,AMR,,,PAN,BTSX,13.2,13.18033,7.40638,22.87222,
MDG_0000000001,PUBLISHED,2018,AMR,,,PAN,FMLE,11.7,11.72905,6.55444,20.41623,
MDG_0000000001,PUBLISHED,2018,AMR,,,PAN,MLE,14.6,14.58386,8.17214,25.25854,
MDG_0000000001,PUBLISHED,2018,AMR,,,PER,BTSX,10.7,10.66801,8.87987,12.91272,
MDG_0000000001,PUBLISHED,2018,AMR,,,PER,FMLE,9.6,9.58446,7.94597,11.64496,
MDG_0000000001,PUBLISHED,2018,AMR,,,PER,MLE,11.7,11.70527,9.70137,14.22986,
MDG_0000000001,PUBLISHED,2018,WPR,,,PHL,BTSX,22.2,22.20617,17.47828,27.62265,
MDG_0000000001,PUBLISHED,2018,WPR,,,PHL,FMLE,19.6,19.60461,15.38653,24.49221,
MDG_0000000001,PUBLISHED,2018,WPR,,,PHL,MLE,24.7,24.6887,19.38395,30.71464,
MDG_0000000001,PUBLISHED,2018,WPR,,,PLW,BTSX,16.3,16.29283,8.6068,30.83628,
MDG_0000000001,PUBLISHED,2018,WPR,,,PLW,FMLE,14.4,14.43975,7.6034,27.21126,
MDG_0000000001,PUBLISHED,2018,WPR,,,PLW,MLE,18.1,18.11581,9.52785,34.40223,
MDG_0000000001,PUBLISHED,2018,WPR,,,PNG,BTSX,36.9,36.90554,28.31173,47.56727,
MDG_0000000001,PUBLISHED,2018,WPR,,,PNG,FMLE,33.6,33.56492,25.55599,43.37682,
MDG_0000000001,PUBLISHED,2018,WPR,,,PNG,MLE,40,40.0354,30.5694,51.62897,
MDG_0000000001,PUBLISHED,2018,EUR,,,POL,BTSX,3.8,3.8366,3.74766,3.93351,
MDG_0000000001,PUBLISHED,2018,EUR,,,POL,FMLE,3.5,3.50295,3.39719,3.60932,
MDG_0000000001,PUBLISHED,2018,EUR,,,POL,MLE,4.2,4.15571,4.04143,4.27581,
MDG_0000000001,PUBLISHED,2018,SEAR,,,PRK,BTSX,13.7,13.7,10.72311,17.53151,
MDG_0000000001,PUBLISHED,2018,SEAR,,,PRK,FMLE,12.1,12.14321,9.45953,15.65579,
MDG_0000000001,PUBLISHED,2018,SEAR,,,PRK,MLE,15.2,15.16901,11.7907,19.43635,
MDG_0000000001,PUBLISHED,2018,EUR,,,PRT,BTSX,3,3.03065,2.88303,3.18665,
MDG_0000000001,PUBLISHED,2018,EUR,,,PRT,FMLE,2.7,2.73311,2.57995,2.89306,
MDG_0000000001,PUBLISHED,2018,EUR,,,PRT,MLE,3.3,3.31278,3.13505,3.49991,
MDG_0000000001,PUBLISHED,2018,AMR,,,PRY,BTSX,17.2,17.20271,9.33578,31.44537,
MDG_0000000001,PUBLISHED,2018,AMR,,,PRY,FMLE,15.4,15.35428,8.33092,28.16441,
MDG_0000000001,PUBLISHED,2018,AMR,,,PRY,MLE,18.9,18.93007,10.25565,34.62942,
MDG_0000000001,PUBLISHED,2018,EMR,,,QAT,BTSX,5.8,5.82837,5.25779,6.46603,
MDG_0000000001,PUBLISHED,2018,EMR,,,QAT,FMLE,5.4,5.37632,4.81923,5.99014,
MDG_0000000001,PUBLISHED,2018,EMR,,,QAT,MLE,6.3,6.25602,5.61955,6.97404,
MDG_0000000001,PUBLISHED,2018,EUR,,,ROU,BTSX,6.2,6.19501,6.02816,6.37633,
MDG_0000000001,PUBLISHED,2018,EUR,,,ROU,FMLE,5.6,5.55372,5.37273,5.75026,
MDG_0000000001,PUBLISHED,2018,EUR,,,ROU,MLE,6.8,6.80687,6.59567,7.02609,
MDG_0000000001,PUBLISHED,2018,EUR,,,RUS,BTSX,5.4,5.37482,5.25554,5.49553,
MDG_0000000001,PUBLISHED,2018,EUR,,,RUS,FMLE,4.8,4.83014,4.71062,4.95124,
MDG_0000000001,PUBLISHED,2018,EUR,,,RUS,MLE,5.9,5.89248,5.7514,6.03717,
MDG_0000000001,PUBLISHED,2018,AFR,,,RWA,BTSX,27.3,27.34397,16.80199,41.76044,
MDG_0000000001,PUBLISHED,2018,AFR,,,RWA,FMLE,24.6,24.59791,15.0847,37.54543,
MDG_0000000001,PUBLISHED,2018,AFR,,,RWA,MLE,30,29.95966,18.47195,45.95363,
MDG_0000000001,PUBLISHED,2018,EMR,,,SAU,BTSX,6,5.97015,4.62478,7.90378,
MDG_0000000001,PUBLISHED,2018,EMR,,,SAU,FMLE,5.6,5.64941,4.33927,7.51458,
MDG_0000000001,PUBLISHED,2018,EMR,,,SAU,MLE,6.3,6.2747,4.82792,8.33608,
MDG_0000000001,PUBLISHED,2018,EMR,,,SDN,BTSX,42,42.02079,33.54489,52.14947,
MDG_0000000001,PUBLISHED,2018,EMR,,,SDN,FMLE,37.2,37.21265,29.67115,46.45115,
MDG_0000000001,PUBLISHED,2018,EMR,,,SDN,MLE,46.6,46.58891,37.16368,57.96885,
MDG_0000000001,PUBLISHED,2018,AFR,,,SEN,BTSX,33.6,33.55116,28.69173,39.06243,
MDG_0000000001,PUBLISHED,2018,AFR,,,SEN,FMLE,29.7,29.73125,25.3084,34.75709,
MDG_0000000001,PUBLISHED,2018,AFR,,,SEN,MLE,37.1,37.14041,31.753,43.35184,
MDG_0000000001,PUBLISHED,2018,WPR,,,SGP,BTSX,2.1,2.1106,1.939,2.30563,
MDG_0000000001,PUBLISHED,2018,WPR,,,SGP,FMLE,1.9,1.93405,1.76388,2.1264,
MDG_0000000001,PUBLISHED,2018,WPR,,,SGP,MLE,2.3,2.27884,2.08187,2.49805,
MDG_0000000001,PUBLISHED,2018,WPR,,,SLB,BTSX,17.3,17.32143,11.92568,24.31508,
MDG_0000000001,PUBLISHED,2018,WPR,,,SLB,FMLE,15.6,15.64659,10.73842,22.10084,
MDG_0000000001,PUBLISHED,2018,WPR,,,SLB,MLE,18.9,18.89759,12.99604,26.64745,
MDG_0000000001,PUBLISHED,2018,AFR,,,SLE,BTSX,83.4,83.35191,73.03936,94.06028,
MDG_0000000001,PUBLISHED,2018,AFR,,,SLE,FMLE,77.6,77.55477,67.71285,87.91374,
MDG_0000000001,PUBLISHED,2018,AFR,,,SLE,MLE,88.9,88.85003,77.60425,100.75265,
MDG_0000000001,PUBLISHED,2018,AMR,,,SLV,BTSX,11.8,11.81293,7.77798,17.81582,
MDG_0000000001,PUBLISHED,2018,AMR,,,SLV,FMLE,10.6,10.57393,6.91784,16.01906,
MDG_0000000001,PUBLISHED,2018,AMR,,,SLV,MLE,13,13.02823,8.56343,19.61873,
MDG_0000000001,PUBLISHED,2018,EUR,,,SMR,BTSX,1.6,1.55257,0.82585,2.94726,
MDG_0000000001,PUBLISHED,2018,EUR,,,SMR,FMLE,1.4,1.41466,0.75337,2.68795,
MDG_0000000001,PUBLISHED,2018,EUR,,,SMR,MLE,1.7,1.67756,0.89067,3.20328,
MDG_0000000001,PUBLISHED,2018,EMR,,,SOM,BTSX,75.9,75.90146,43.8918,138.35663,
MDG_0000000001,PUBLISHED,2018,EMR,,,SOM,FMLE,70,70.02398,40.50001,127.43139,
MDG_0000000001,PUBLISHED,2018,EMR,,,SOM,MLE,81.6,81.59056,47.2087,149.12703,
MDG_0000000001,PUBLISHED,2018,EUR,,,SRB,BTSX,4.8,4.81283,4.20922,5.48506,
MDG_0000000001,PUBLISHED,2018,EUR,,,SRB,FMLE,4.3,4.30398,3.75422,4.92849,
MDG_0000000001,PUBLISHED,2018,EUR,,,SRB,MLE,5.3,5.296,4.62166,6.04497,
MDG_0000000001,PUBLISHED,2018,AFR,,,SSD,BTSX,62.4,62.37107,31.11181,110.08181,
MDG_0000000001,PUBLISHED,2018,AFR,,,SSD,FMLE,57.1,57.06461,28.47225,100.96051,
MDG_0000000001,PUBLISHED,2018,AFR,,,SSD,MLE,67.2,67.21143,33.54013,119.09214,
MDG_0000000001,PUBLISHED,2018,AFR,,,STP,BTSX,24.2,24.21346,15.61837,35.46488,
MDG_0000000001,PUBLISHED,2018,AFR,,,STP,FMLE,21.3,21.31502,13.7815,31.28784,
MDG_0000000001,PUBLISHED,2018,AFR,,,STP,MLE,27,26.96019,17.31332,39.55247,
MDG_0000000001,PUBLISHED,2018,AMR,,,SUR,BTSX,16.6,16.55824,11.43753,24.46694,
MDG_0000000001,PUBLISHED,2018,AMR,,,SUR,FMLE,14.5,14.46878,10.03214,21.44381,
MDG_0000000001,PUBLISHED,2018,AMR,,,SUR,MLE,18.5,18.52672,12.77252,27.32687,
MDG_0000000001,PUBLISHED,2018,EUR,,,SVK,BTSX,4.8,4.78197,4.58008,4.99933,
MDG_0000000001,PUBLISHED,2018,EUR,,,SVK,FMLE,4.3,4.2963,4.08241,4.52425,
MDG_0000000001,PUBLISHED,2018,EUR,,,SVK,MLE,5.2,5.24039,4.99472,5.51227,
MDG_0000000001,PUBLISHED,2018,EUR,,,SVN,BTSX,1.7,1.7382,1.55193,1.96841,
MDG_0000000001,PUBLISHED,2018,EUR,,,SVN,FMLE,1.6,1.59927,1.4172,1.82035,
MDG_0000000001,PUBLISHED,2018,EUR,,,SVN,MLE,1.9,1.86971,1.66229,2.12688,
MDG_0000000001,PUBLISHED,2018,EUR,,,SWE,BTSX,2.2,2.15739,2.05371,2.26762,
MDG_0000000001,PUBLISHED,2018,EUR,,,SWE,FMLE,2,1.96497,1.85686,2.08188,
MDG_0000000001,PUBLISHED,2018,EUR,,,SWE,MLE,2.3,2.34113,2.21727,2.4686,
MDG_0000000001,PUBLISHED,2018,AFR,,,SWZ,BTSX,40.7,40.72145,29.06881,56.23775,
MDG_0000000001,PUBLISHED,2018,AFR,,,SWZ,FMLE,36.4,36.3618,25.84898,50.30698,
MDG_0000000001,PUBLISHED,2018,AFR,,,SWZ,MLE,44.9,44.89924,31.93339,62.15202,
MDG_0000000001,PUBLISHED,2018,AFR,,,SYC,BTSX,12.5,12.49662,9.72878,15.91247,
MDG_0000000001,PUBLISHED,2018,AFR,,,SYC,FMLE,11.4,11.41153,8.83311,14.60806,
MDG_0000000001,PUBLISHED,2018,AFR,,,SYC,MLE,13.5,13.50538,10.4728,17.22211,
MDG_0000000001,PUBLISHED,2018,EMR,,,SYR,BTSX,18,17.99775,10.75527,22.73171,
MDG_0000000001,PUBLISHED,2018,EMR,,,SYR,FMLE,16.2,16.20399,9.68753,20.59499,
MDG_0000000001,PUBLISHED,2018,EMR,,,SYR,MLE,19.7,19.73571,11.82925,24.94036,
MDG_0000000001,PUBLISHED,2018,AFR,,,TCD,BTSX,70.8,70.83647,59.2424,85.07605,
MDG_0000000001,PUBLISHED,2018,AFR,,,TCD,FMLE,64.2,64.1525,53.50171,77.34411,
MDG_0000000001,PUBLISHED,2018,AFR,,,TCD,MLE,77.1,77.09022,64.18882,93.03971,
MDG_0000000001,PUBLISHED,2018,AFR,,,TGO,BTSX,47,46.99293,40.12662,55.05055,
MDG_0000000001,PUBLISHED,2018,AFR,,,TGO,FMLE,42.1,42.13666,35.74898,49.53029,
MDG_0000000001,PUBLISHED,2018,AFR,,,TGO,MLE,51.6,51.61418,43.9052,60.62111,
MDG_0000000001,PUBLISHED,2018,SEAR,,,THA,BTSX,8.1,8.06963,6.99517,10.10897,
